Country Code,Country Name,Year,DB Opioid Deaths,Authoritative Opioid Deaths,Opioid Diff %,DB Drug OD Deaths,Authoritative Drug OD Deaths,Drug OD Diff %,Status,Severity,Source,Source URL
BWA,Botswana,2019,20,,,34,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
BWA,Botswana,2020,21,,,36,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
BWA,Botswana,2021,20,,,34,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
BWA,Botswana,2022,15,,,26,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
BWA,Botswana,2023,16,,,27,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
BWA,Botswana,2024,12,,,20,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
BWA,Botswana,2025,15,,,26,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CAF,Central African Republic,2019,36,,,61,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CAF,Central African Republic,2020,46,,,77,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CAF,Central African Republic,2021,41,,,69,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CAF,Central African Republic,2022,44,,,74,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CAF,Central African Republic,2023,28,,,48,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CAF,Central African Republic,2024,41,,,69,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CAF,Central African Republic,2025,28,,,48,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CAN,Canada,2019,4240,3823,10.9%,7068,4800,47.2%,OK,LOW,Health Canada Opioid Surveillance,https://health-infobase.canada.ca/substance-related-harms/opioids-stimulants/
CAN,Canada,2020,4337,6214,30.2%,7228,7600,4.9%,WARNING,MEDIUM,Health Canada Opioid Surveillance,https://health-infobase.canada.ca/substance-related-harms/opioids-stimulants/
CAN,Canada,2021,4433,7560,41.4%,7389,8800,16.0%,WARNING,MEDIUM,Health Canada Opioid Surveillance,https://health-infobase.canada.ca/substance-related-harms/opioids-stimulants/
CAN,Canada,2022,4530,7328,38.2%,7550,8500,11.2%,WARNING,MEDIUM,Health Canada Opioid Surveillance,https://health-infobase.canada.ca/substance-related-harms/opioids-stimulants/
CAN,Canada,2023,4626,7000,33.9%,7710,8200,6.0%,WARNING,MEDIUM,Health Canada Opioid Surveillance (Estimated),https://health-infobase.canada.ca/substance-related-harms/opioids-stimulants/
CAN,Canada,2024,4722,6800,30.6%,7871,8000,1.6%,WARNING,MEDIUM,Health Canada (Estimated),https://health-infobase.canada.ca/substance-related-harms/opioids-stimulants/
CAN,Canada,2025,4819,6500,25.9%,8032,7800,3.0%,WARNING,MEDIUM,Projected based on trends,https://health-infobase.canada.ca/substance-related-harms/opioids-stimulants/
CHE,Switzerland,2019,129,171,24.6%,216,190,13.7%,WARNING,MEDIUM,BAG Switzerland,https://www.bag.admin.ch/
CHE,Switzerland,2020,99,165,40.0%,165,185,10.8%,WARNING,MEDIUM,BAG Switzerland,https://www.bag.admin.ch/
CHE,Switzerland,2021,123,175,29.7%,205,195,5.1%,WARNING,MEDIUM,BAG Switzerland,https://www.bag.admin.ch/
CHE,Switzerland,2022,99,180,45.0%,166,200,17.0%,WARNING,MEDIUM,BAG Switzerland,https://www.bag.admin.ch/
CHE,Switzerland,2023,85,,,143,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CHE,Switzerland,2024,128,,,214,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CHE,Switzerland,2025,84,,,141,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CHL,Chile,2019,257,,,429,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
CHL,Chile,2020,200,,,333,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
CHL,Chile,2021,256,,,426,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
CHL,Chile,2022,234,,,390,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
CHL,Chile,2023,324,,,540,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
CHL,Chile,2024,343,,,573,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
CHL,Chile,2025,244,,,408,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
CHN,China,2019,5218,12000,56.5%,8697,20000,56.5%,CRITICAL,HIGH,NNCC China,https://www.nncc626.com/
CHN,China,2020,5337,11000,51.5%,8895,18000,50.6%,CRITICAL,HIGH,NNCC China,https://www.nncc626.com/
CHN,China,2021,5455,10000,45.5%,9093,16000,43.2%,WARNING,MEDIUM,NNCC China,https://www.nncc626.com/
CHN,China,2022,5574,9000,38.1%,9290,15000,38.1%,WARNING,MEDIUM,NNCC China,https://www.nncc626.com/
CHN,China,2023,5693,,,9488,,,NO_AUTH_DATA,,NNCC China 2024,http://www.nncc626.com
CHN,China,2024,5811,,,9686,,,NO_AUTH_DATA,,NNCC China 2024,http://www.nncc626.com
CHN,China,2025,5930,,,9884,,,NO_AUTH_DATA,,NNCC China 2024,http://www.nncc626.com
CIV,Ivory Coast,2019,176,,,294,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CIV,Ivory Coast,2020,173,,,288,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CIV,Ivory Coast,2021,220,,,368,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CIV,Ivory Coast,2022,179,,,299,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CIV,Ivory Coast,2023,232,,,386,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CIV,Ivory Coast,2024,184,,,306,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CIV,Ivory Coast,2025,175,,,292,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CMR,Cameroon,2019,182,,,303,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CMR,Cameroon,2020,182,,,304,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CMR,Cameroon,2021,235,,,392,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CMR,Cameroon,2022,238,,,396,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CMR,Cameroon,2023,163,,,272,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CMR,Cameroon,2024,145,,,243,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CMR,Cameroon,2025,147,,,245,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COD,DR Congo,2019,553,,,923,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COD,DR Congo,2020,709,,,1181,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COD,DR Congo,2021,781,,,1301,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COD,DR Congo,2022,608,,,1014,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COD,DR Congo,2023,606,,,1010,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COD,DR Congo,2024,494,,,824,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COD,DR Congo,2025,686,,,1144,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COG,Congo,2019,27,,,46,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COG,Congo,2020,30,,,50,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COG,Congo,2021,33,,,56,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COG,Congo,2022,51,,,85,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COG,Congo,2023,36,,,60,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COG,Congo,2024,41,,,69,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COG,Congo,2025,40,,,68,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COL,Colombia,2019,764,,,1274,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
COL,Colombia,2020,532,,,888,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
COL,Colombia,2021,532,,,887,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
COL,Colombia,2022,822,,,1370,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
COL,Colombia,2023,691,,,1152,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
COL,Colombia,2024,800,,,1334,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
COL,Colombia,2025,961,,,1603,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
COM,Comoros,2019,6,,,11,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COM,Comoros,2020,4,,,7,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COM,Comoros,2021,4,,,7,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COM,Comoros,2022,7,,,12,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COM,Comoros,2023,4,,,6,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COM,Comoros,2024,7,,,11,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
COM,Comoros,2025,7,,,13,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CPV,Cabo Verde,2019,3,,,6,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CPV,Cabo Verde,2020,3,,,6,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CPV,Cabo Verde,2021,3,,,6,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CPV,Cabo Verde,2022,3,,,5,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CPV,Cabo Verde,2023,3,,,5,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CPV,Cabo Verde,2024,4,,,6,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CPV,Cabo Verde,2025,3,,,6,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
CRI,Costa Rica,2019,547,,,911,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CRI,Costa Rica,2020,367,,,612,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CRI,Costa Rica,2021,439,,,732,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CRI,Costa Rica,2022,676,,,1127,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CRI,Costa Rica,2023,646,,,1078,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CRI,Costa Rica,2024,483,,,805,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CRI,Costa Rica,2025,720,,,1200,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CUB,Cuba,2019,983,,,1638,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CUB,Cuba,2020,1088,,,1814,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CUB,Cuba,2021,1282,,,2137,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CUB,Cuba,2022,1403,,,2339,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CUB,Cuba,2023,1341,,,2235,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CUB,Cuba,2024,1205,,,2009,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CUB,Cuba,2025,1146,,,1911,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
CYP,Cyprus,2019,13,,,22,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CYP,Cyprus,2020,12,,,21,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CYP,Cyprus,2021,18,,,31,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CYP,Cyprus,2022,11,,,19,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CYP,Cyprus,2023,16,,,27,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CYP,Cyprus,2024,18,,,31,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CYP,Cyprus,2025,15,,,26,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CZE,Czech Republic,2019,111,,,185,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CZE,Czech Republic,2020,139,,,233,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CZE,Czech Republic,2021,126,,,210,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CZE,Czech Republic,2022,172,,,286,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CZE,Czech Republic,2023,170,,,284,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CZE,Czech Republic,2024,132,,,221,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
CZE,Czech Republic,2025,143,,,239,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
DEU,Germany,2019,1185,1398,15.2%,1976,1237,59.7%,OK,LOW,Drogenbeauftragter der Bundesregierung,https://www.drogenbeauftragte.de/
DEU,Germany,2020,1212,1581,23.3%,2021,1581,27.8%,WARNING,MEDIUM,BfArM/Drogenbeauftragter,https://www.drogenbeauftragte.de/
DEU,Germany,2021,1239,1826,32.1%,2066,1826,13.1%,WARNING,MEDIUM,BfArM/Drogenbeauftragter,https://www.drogenbeauftragte.de/
DEU,Germany,2022,1266,1990,36.4%,2111,1990,6.1%,WARNING,MEDIUM,BfArM/Drogenbeauftragter,https://www.drogenbeauftragte.de/
DEU,Germany,2023,1293,,,2156,,,NO_AUTH_DATA,,DBDD Germany 2024,https://www.dbdd.de
DEU,Germany,2024,1320,,,2201,,,NO_AUTH_DATA,,DBDD Germany 2024,https://www.dbdd.de
DEU,Germany,2025,1347,,,2246,,,NO_AUTH_DATA,,DBDD Germany 2024,https://www.dbdd.de
DJI,Djibouti,2019,7,,,13,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DJI,Djibouti,2020,5,,,9,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DJI,Djibouti,2021,7,,,11,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DJI,Djibouti,2022,6,,,11,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DJI,Djibouti,2023,8,,,13,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DJI,Djibouti,2024,9,,,16,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DJI,Djibouti,2025,7,,,12,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DMA,Dominica,2019,7,,,12,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DMA,Dominica,2020,4,,,8,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DMA,Dominica,2021,6,,,10,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DMA,Dominica,2022,6,,,10,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DMA,Dominica,2023,7,,,12,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DMA,Dominica,2024,8,,,14,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DMA,Dominica,2025,6,,,10,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DNK,Denmark,2019,57,,,95,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
DNK,Denmark,2020,82,,,137,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
DNK,Denmark,2021,65,,,109,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
DNK,Denmark,2022,91,,,153,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
DNK,Denmark,2023,70,,,117,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
DNK,Denmark,2024,94,,,157,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
DNK,Denmark,2025,84,,,141,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
DOM,Dominican Republic,2019,1171,,,1951,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DOM,Dominican Republic,2020,819,,,1366,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DOM,Dominican Republic,2021,984,,,1641,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DOM,Dominican Republic,2022,985,,,1642,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DOM,Dominican Republic,2023,1474,,,2457,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DOM,Dominican Republic,2024,1488,,,2480,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DOM,Dominican Republic,2025,1119,,,1865,,,NO_AUTH_DATA,,PAHO/WHO Americas Report 2024,https://www.paho.org/en/topics/substance-use
DZA,Algeria,2019,223,,,372,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DZA,Algeria,2020,346,,,577,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DZA,Algeria,2021,315,,,525,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DZA,Algeria,2022,328,,,547,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DZA,Algeria,2023,271,,,453,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DZA,Algeria,2024,408,,,681,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
DZA,Algeria,2025,412,,,687,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
ECU,Ecuador,2019,217,,,362,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
ECU,Ecuador,2020,274,,,457,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
ECU,Ecuador,2021,212,,,354,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
ECU,Ecuador,2022,234,,,390,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
ECU,Ecuador,2023,267,,,445,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
ECU,Ecuador,2024,241,,,401,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
ECU,Ecuador,2025,274,,,457,,,NO_AUTH_DATA,,OAS/CICAD Report 2024,http://www.cicad.oas.org
EGY,Egypt,2019,885,,,1475,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
EGY,Egypt,2020,525,,,876,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
EGY,Egypt,2021,842,,,1403,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
EGY,Egypt,2022,909,,,1515,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
EGY,Egypt,2023,675,,,1125,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
EGY,Egypt,2024,981,,,1636,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
EGY,Egypt,2025,862,,,1438,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
ERI,Eritrea,2019,25,,,43,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
ERI,Eritrea,2020,21,,,35,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
ERI,Eritrea,2021,30,,,50,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
ERI,Eritrea,2022,31,,,52,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
ERI,Eritrea,2023,29,,,48,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
ERI,Eritrea,2024,24,,,41,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
ERI,Eritrea,2025,19,,,32,,,NO_AUTH_DATA,,WHO AFRO Health Statistics 2024,https://www.afro.who.int/health-topics/substance-abuse
ESP,Spain,2019,550,640,14.1%,917,800,14.6%,OK,LOW,DGPNSD Spain,https://pnsd.sanidad.gob.es/
ESP,Spain,2020,563,680,17.2%,938,850,10.4%,OK,LOW,DGPNSD Spain,https://pnsd.sanidad.gob.es/
ESP,Spain,2021,575,720,20.1%,959,900,6.6%,WARNING,MEDIUM,DGPNSD Spain,https://pnsd.sanidad.gob.es/
ESP,Spain,2022,588,760,22.6%,980,950,3.2%,WARNING,MEDIUM,DGPNSD Spain,https://pnsd.sanidad.gob.es/
ESP,Spain,2023,600,,,1001,,,NO_AUTH_DATA,,PNSD Spain 2024,https://pnsd.sanidad.gob.es
ESP,Spain,2024,613,,,1022,,,NO_AUTH_DATA,,PNSD Spain 2024,https://pnsd.sanidad.gob.es
ESP,Spain,2025,625,,,1043,,,NO_AUTH_DATA,,PNSD Spain 2024,https://pnsd.sanidad.gob.es
EST,Estonia,2019,15,,,26,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
EST,Estonia,2020,17,,,28,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
EST,Estonia,2021,14,,,24,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
EST,Estonia,2022,20,,,33,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
EST,Estonia,2023,19,,,32,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
EST,Estonia,2024,17,,,29,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
EST,Estonia,2025,16,,,27,,,NO_AUTH_DATA,,EMCDDA European Drug Report 2024,https://www.emcdda.europa.eu/edr2024
